Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost
Sub-Saharan Africa,Malawi,Office Supplies,Offline,M,9/25/12,397640979,10/2/12,9657,651.21,524.96
Europe,Latvia,Cereal,Offline,M,9/8/12,226549947,10/20/12,19,205.7,117.11
Europe,Macedonia,Cereal,Offline,M,5/14/17,409616935,6/11/17,3608,205.7,117.11
Europe,Belgium,Cereal,Offline,C,1/16/14,535953271,1/24/14,9338,205.7,117.11
Sub-Saharan Africa,Sierra Leone,Cereal,Online,L,7/20/17,264982783,8/4/17,3149,205.7,117.11
Sub-Saharan Africa,Niger,Snacks,Offline,H,7/3/13,676441800,8/16/13,3016,152.58,97.44
Europe,Croatia,Cosmetics,Online,M,1/31/15,220379149,2/27/15,3942,437.2,263.33
Europe,Bulgaria,Office Supplies,Offline,L,10/27/13,567156159,11/7/13,2966,651.21,524.96
Middle East and North Africa,Lebanon,Office Supplies,Offline,H,9/1/13,757446658,10/3/13,4153,651.21,524.96
Europe,Albania,Office Supplies,Offline,L,1/26/12,352236974,3/3/12,3603,651.21,524.96
Middle East and North Africa,Jordan,Beverages,Online,C,4/28/11,782825934,5/11/11,4445,47.45,31.79
Europe,United Kingdom,Cosmetics,Online,L,10/14/14,400824868,10/23/14,1841,437.2,263.33
Middle East and North Africa,Morocco,Office Supplies,Online,M,7/12/15,328157603,7/26/15,7982,651.21,524.96
Asia,Sri Lanka,Snacks,Online,H,4/3/15,407060468,5/3/15,7093,152.58,97.44
Europe,Montenegro,Personal Care,Offline,C,12/11/12,550082290,1/24/13,428,81.73,56.67
Europe,Estonia,Office Supplies,Online,H,3/23/16,290084397,4/2/16,1274,651.21,524.96
Europe,Bosnia and Herzegovina,Meat,Offline,C,11/5/14,130240619,11/26/14,9948,421.89,364.69
Sub-Saharan Africa,Gabon,Meat,Online,L,10/9/14,194037282,11/7/14,8799,421.89,364.69
Europe,San Marino,Vegetables,Offline,M,9/3/11,675273215,10/1/11,7205,154.06,90.93
Middle East and North Africa,Bahrain,Meat,Online,H,6/6/17,488059747,6/29/17,6580,421.89,364.69
Sub-Saharan Africa,Swaziland,Clothes,Online,H,11/29/10,416820704,12/8/10,5364,109.28,35.84
Central America and the Caribbean,Honduras,Personal Care,Offline,C,6/27/17,866292417,8/10/17,4032,81.73,56.67
Sub-Saharan Africa,Comoros,Office Supplies,Online,M,5/14/14,511523711,6/5/14,88,651.21,524.96
Europe,Luxembourg,Personal Care,Offline,M,2/12/10,347875916,2/16/10,3069,81.73,56.67
Europe,Greece,Meat,Offline,C,8/3/10,541022861,9/9/10,9542,421.89,364.69
Asia,Philippines,Cosmetics,Online,M,2/11/15,876950871,3/14/15,8106,437.2,263.33
North America,Greenland,Baby Food,Offline,H,9/28/12,311958777,11/3/12,4390,255.28,159.42
Europe,Serbia,Snacks,Offline,H,4/18/16,122657907,4/30/16,6055,152.58,97.44
Asia,Vietnam,Snacks,Online,M,3/1/13,755972087,3/13/13,7795,152.58,97.44
Central America and the Caribbean,Haiti,Household,Offline,L,7/9/14,479137647,8/28/14,6332,668.27,502.54
Europe,Greece,Office Supplies,Offline,L,8/30/13,329703414,9/24/13,5422,651.21,524.96
Sub-Saharan Africa,Lesotho,Personal Care,Online,M,7/15/12,965530717,7/19/12,850,81.73,56.67
Central America and the Caribbean,Nicaragua,Cereal,Online,M,5/12/10,414793384,6/24/10,5435,205.7,117.11
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,C,12/28/14,825977742,1/2/15,4024,9.33,6.92
Central America and the Caribbean,Guatemala,Clothes,Offline,L,6/2/16,817882621,7/21/16,8498,109.28,35.84
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Online,M,4/11/13,429619348,5/21/13,2767,255.28,159.42
Middle East and North Africa,Qatar,Vegetables,Offline,H,8/10/16,670611751,9/15/16,7774,154.06,90.93
Europe,Estonia,Cereal,Online,M,10/27/15,370596158,11/4/15,6493,205.7,117.11
Sub-Saharan Africa,Benin,Vegetables,Offline,M,9/24/12,229621398,10/7/12,8929,154.06,90.93
Sub-Saharan Africa,Chad,Fruits,Online,C,3/25/10,568048799,4/18/10,7118,9.33,6.92
Europe,France,Baby Food,Online,L,1/21/16,876552188,1/21/16,126,255.28,159.42
Europe,Hungary,Vegetables,Offline,C,4/18/16,266117894,5/2/16,9053,154.06,90.93
Australia and Oceania,Federated States of Micronesia,Vegetables,Offline,C,1/11/17,618044745,2/9/17,2029,154.06,90.93
Asia,Uzbekistan,Household,Offline,C,4/6/10,733944070,4/23/10,9215,668.27,502.54
Europe,Kosovo,Cosmetics,Offline,C,7/26/15,385739696,9/8/15,7803,437.2,263.33
Asia,North Korea,Vegetables,Offline,L,9/16/15,765667951,10/19/15,7016,154.06,90.93
Sub-Saharan Africa,Senegal,Baby Food,Online,C,6/18/13,436277663,6/19/13,3110,255.28,159.42
Europe,Malta,Vegetables,Online,L,8/30/12,280430161,9/25/12,4371,154.06,90.93
Sub-Saharan Africa,Guinea,Cereal,Offline,C,6/4/14,351299273,6/26/14,6117,205.7,117.11
Sub-Saharan Africa,Madagascar,Vegetables,Online,M,5/7/13,322371327,5/28/13,5694,154.06,90.93
Sub-Saharan Africa,Malawi,Office Supplies,Offline,H,6/18/16,837445151,7/27/16,7485,651.21,524.96
Australia and Oceania,Papua New Guinea,Personal Care,Offline,H,9/21/16,360632073,9/28/16,7899,81.73,56.67
Sub-Saharan Africa,Sudan,Beverages,Offline,L,12/4/11,126355922,1/19/12,380,47.45,31.79
Asia,Bangladesh,Office Supplies,Online,M,1/29/16,989353024,3/6/16,400,651.21,524.96
Middle East and North Africa,Israel,Baby Food,Offline,C,3/6/10,274672210,3/6/10,466,255.28,159.42
Middle East and North Africa,Jordan,Personal Care,Offline,H,2/27/14,327674806,3/20/14,5111,81.73,56.67
Asia,Vietnam,Baby Food,Offline,H,12/5/14,864034640,12/26/14,5906,255.28,159.42
Asia,Mongolia,Snacks,Online,L,8/12/15,319738042,9/19/15,6447,152.58,97.44
Europe,Malta,Snacks,Offline,L,8/12/16,801083838,9/24/16,7365,152.58,97.44
Europe,Serbia,Meat,Offline,H,10/31/11,434683358,11/24/11,1320,421.89,364.69
Australia and Oceania,Nauru,Office Supplies,Online,C,2/25/15,117460429,3/4/15,8006,651.21,524.96
Europe,Montenegro,Snacks,Online,H,3/31/11,366651380,5/1/11,9146,152.58,97.44
Sub-Saharan Africa,Zambia,Fruits,Offline,H,5/6/12,869805037,5/29/12,3494,9.33,6.92
Middle East and North Africa,Tunisia ,Household,Offline,L,8/9/16,934782731,9/1/16,1838,668.27,502.54
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Offline,H,11/21/11,839758288,12/1/11,1994,421.89,364.69
Europe,San Marino,Household,Offline,C,5/30/17,483218038,6/25/17,3810,668.27,502.54
Asia,Kyrgyzstan,Vegetables,Offline,L,10/21/11,733960807,10/21/11,4168,154.06,90.93
Sub-Saharan Africa,Zambia,Fruits,Online,H,8/17/12,281097924,9/14/12,1977,9.33,6.92
Sub-Saharan Africa,Senegal,Office Supplies,Online,L,1/1/12,584053218,2/9/12,3181,651.21,524.96
Central America and the Caribbean,Guatemala,Meat,Offline,C,9/6/10,922563016,10/5/10,5753,421.89,364.69
Europe,Andorra,Vegetables,Online,H,4/13/14,646676146,5/15/14,4697,154.06,90.93
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,4/30/14,526753938,6/14/14,7051,651.21,524.96
Sub-Saharan Africa,The Gambia,Office Supplies,Offline,C,10/10/14,503470218,10/10/14,6880,651.21,524.96
Middle East and North Africa,Saudi Arabia,Personal Care,Online,M,1/24/13,137811315,3/15/13,285,81.73,56.67
Australia and Oceania,Papua New Guinea,Personal Care,Online,L,7/1/11,861076056,7/27/11,395,81.73,56.67
Europe,Ukraine,Meat,Online,L,6/6/13,124875771,7/8/13,2371,421.89,364.69
Sub-Saharan Africa,Niger,Household,Offline,H,12/7/11,851134288,12/10/11,8405,668.27,502.54
Sub-Saharan Africa,Ghana,Cosmetics,Offline,M,4/12/16,182087934,5/26/16,2721,437.2,263.33
North America,Greenland,Cosmetics,Offline,C,4/24/10,730285537,6/4/10,6574,437.2,263.33
Europe,Albania,Personal Care,Offline,L,10/16/16,228588426,12/3/16,3250,81.73,56.67
Europe,Slovenia,Office Supplies,Online,L,5/2/10,980170428,5/8/10,3066,651.21,524.96
Central America and the Caribbean,Grenada,Office Supplies,Offline,M,1/15/12,408517873,2/4/12,8372,651.21,524.96
Europe,Kosovo,Office Supplies,Online,M,1/5/10,507429587,2/7/10,8546,651.21,524.96
North America,Mexico,Baby Food,Offline,M,2/19/16,191016900,4/9/16,5000,255.28,159.42
Asia,Vietnam,Beverages,Online,C,11/3/16,243703639,11/17/16,6177,47.45,31.79
Middle East and North Africa,Algeria,Meat,Offline,H,10/14/14,170226132,11/20/14,2550,421.89,364.69
Australia and Oceania,Fiji,Office Supplies,Online,H,6/20/17,445633208,6/30/17,1624,651.21,524.96
Sub-Saharan Africa,Djibouti,Snacks,Offline,M,9/29/10,265286195,11/13/10,2935,152.58,97.44
Middle East and North Africa,Israel,Fruits,Online,M,8/7/15,694858920,9/14/15,3051,9.33,6.92
Sub-Saharan Africa,Namibia,Clothes,Offline,M,3/24/16,620337712,3/24/16,569,109.28,35.84
Central America and the Caribbean,Costa Rica,Meat,Online,C,10/27/16,798021399,11/27/16,1121,421.89,364.69
Middle East and North Africa,Syria,Meat,Offline,M,1/22/15,704521310,3/5/15,2366,421.89,364.69
Asia,India,Snacks,Online,H,6/22/13,786761271,7/26/13,8999,152.58,97.44
Asia,India,Vegetables,Online,C,8/31/15,211977612,9/20/15,7741,154.06,90.93
Sub-Saharan Africa,Cote d'Ivoire,Snacks,Offline,L,12/7/14,917719161,12/10/14,2348,152.58,97.44
Europe,Slovakia,Cereal,Offline,H,3/22/13,861847245,5/10/13,8607,205.7,117.11
Asia,Mongolia,Clothes,Online,C,4/28/17,772535693,5/7/17,9334,109.28,35.84
Middle East and North Africa,Bahrain,Office Supplies,Offline,H,5/18/12,998270833,5/21/12,9378,651.21,524.96
Sub-Saharan Africa,Kenya,Household,Online,L,2/3/11,157851493,3/10/11,619,668.27,502.54
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,H,2/5/12,990389001,2/28/12,6969,109.28,35.84
Sub-Saharan Africa,Ethiopia,Fruits,Online,C,4/19/11,905307185,5/13/11,9369,9.33,6.92
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Offline,C,3/27/13,532342374,4/3/13,793,154.06,90.93
Middle East and North Africa,Azerbaijan,Cosmetics,Online,L,3/1/12,571543395,4/3/12,1246,437.2,263.33
Sub-Saharan Africa,Liberia,Beverages,Online,M,12/22/10,443271577,1/13/11,2765,47.45,31.79
Europe,Monaco,Personal Care,Online,C,5/26/17,538200747,6/28/17,4416,81.73,56.67
Sub-Saharan Africa,Seychelles ,Cosmetics,Online,M,7/12/17,867317235,8/22/17,7298,437.2,263.33
Middle East and North Africa,Turkey,Personal Care,Offline,H,6/10/17,611919867,6/16/17,9542,81.73,56.67
Sub-Saharan Africa,Angola,Personal Care,Online,M,9/18/16,373619973,9/21/16,1308,81.73,56.67
North America,Mexico,Baby Food,Online,M,3/15/12,824341380,5/1/12,9788,255.28,159.42
Middle East and North Africa,Somalia,Fruits,Online,M,12/20/16,456320416,12/31/16,4207,9.33,6.92
Europe,San Marino,Cosmetics,Online,C,1/24/11,532105910,2/5/11,818,437.2,263.33
Sub-Saharan Africa,Tanzania,Cereal,Online,L,6/20/13,134559190,7/17/13,7909,205.7,117.11
Europe,Slovakia,Personal Care,Online,H,2/23/10,216854083,3/16/10,797,81.73,56.67
Middle East and North Africa,Iran,Clothes,Offline,C,11/7/10,452476918,12/3/10,6830,109.28,35.84
Middle East and North Africa,Somalia,Cereal,Offline,C,1/16/15,585226523,1/23/15,388,205.7,117.11
Sub-Saharan Africa,Sudan,Household,Offline,H,8/31/15,879214227,10/18/15,7883,668.27,502.54
Sub-Saharan Africa,Benin,Household,Online,H,7/8/10,768863856,7/23/10,2756,668.27,502.54
Asia,Malaysia,Beverages,Offline,M,8/11/13,208911740,9/24/13,481,47.45,31.79
Australia and Oceania,Federated States of Micronesia,Household,Offline,H,7/8/13,124406707,7/9/13,3564,668.27,502.54
Asia,Japan,Meat,Online,C,1/8/15,160710084,2/2/15,6540,421.89,364.69
Europe,Slovenia,Office Supplies,Online,M,8/8/12,933495700,9/14/12,977,651.21,524.96
Europe,Finland,Beverages,Online,M,12/18/16,878749883,1/8/17,473,47.45,31.79
Australia and Oceania,Vanuatu,Beverages,Offline,C,5/11/13,302771461,5/12/13,5658,47.45,31.79
Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,C,10/31/10,932171761,11/17/10,9194,109.28,35.84
Europe,Iceland,Baby Food,Online,H,9/12/15,963874614,10/25/15,772,255.28,159.42
Europe,Kosovo,Cereal,Offline,H,8/16/12,915116345,9/1/12,2117,205.7,117.11
Sub-Saharan Africa,Malawi,Fruits,Offline,C,11/7/13,473445785,11/23/13,1984,9.33,6.92
Europe,Slovakia,Clothes,Offline,H,7/12/17,746724259,8/12/17,1157,109.28,35.84
Sub-Saharan Africa,Comoros,Snacks,Offline,M,7/8/11,213125598,8/18/11,7455,152.58,97.44
Central America and the Caribbean,Honduras,Office Supplies,Offline,C,1/13/15,571136128,2/20/15,727,651.21,524.96
Sub-Saharan Africa,Guinea,Clothes,Online,M,4/15/14,889554679,4/16/14,7852,109.28,35.84
Central America and the Caribbean,Dominica,Personal Care,Online,L,9/8/11,757492578,10/3/11,7742,81.73,56.67
Sub-Saharan Africa,Uganda,Beverages,Offline,C,7/1/14,734373652,8/11/14,6338,47.45,31.79
Europe,Montenegro,Vegetables,Online,H,11/28/15,999934232,1/10/16,1615,154.06,90.93
Europe,Belgium,Clothes,Online,H,12/15/13,904223144,12/31/13,8577,109.28,35.84
Europe,Serbia,Household,Online,M,4/24/15,317601716,4/30/15,4260,668.27,502.54
Europe,Iceland,Personal Care,Offline,C,5/10/16,980743777,6/27/16,2733,81.73,56.67
Middle East and North Africa,United Arab Emirates,Baby Food,Offline,M,7/15/14,654635655,8/24/14,93,255.28,159.42
Sub-Saharan Africa,Mali,Office Supplies,Offline,L,2/23/12,770576179,3/12/12,9470,651.21,524.96
Central America and the Caribbean,Costa Rica,Baby Food,Offline,L,7/19/12,580176675,8/21/12,6026,255.28,159.42
Europe,United Kingdom,Cereal,Online,M,5/19/16,305360972,6/9/16,1952,205.7,117.11
Europe,San Marino,Household,Online,L,3/16/10,688365399,4/21/10,1474,668.27,502.54
Sub-Saharan Africa,Cameroon,Baby Food,Online,L,9/21/15,741738784,10/6/15,5844,255.28,159.42
Europe,Albania,Beverages,Offline,M,4/5/10,898342454,4/17/10,8350,47.45,31.79
Sub-Saharan Africa,Ethiopia,Meat,Offline,M,11/12/13,761350238,12/1/13,9309,421.89,364.69
Europe,Switzerland,Office Supplies,Online,L,5/10/17,454248464,6/18/17,1070,651.21,524.96
Europe,Germany,Household,Online,C,5/26/16,170835959,6/10/16,3012,668.27,502.54
Australia and Oceania,Tonga,Household,Offline,M,4/24/15,625224053,4/27/15,6546,668.27,502.54
Europe,Portugal,Cosmetics,Online,H,9/2/15,801836574,10/21/15,116,437.2,263.33
Sub-Saharan Africa,Gabon,Household,Offline,L,7/22/12,205409848,7/29/12,4194,668.27,502.54
Middle East and North Africa,Pakistan,Household,Online,H,6/22/13,210992705,7/18/13,6285,668.27,502.54
Asia,Taiwan,Vegetables,Online,C,11/4/11,913946473,11/17/11,5926,154.06,90.93
Asia,Malaysia,Fruits,Online,M,7/6/13,679944980,7/23/13,9684,9.33,6.92
Central America and the Caribbean,Honduras,Office Supplies,Online,L,3/30/10,194974553,5/17/10,6158,651.21,524.96
Sub-Saharan Africa,Burundi,Cosmetics,Online,L,10/20/13,215334022,10/24/13,977,437.2,263.33
Asia,Laos,Vegetables,Online,C,4/18/14,217634713,6/7/14,1803,154.06,90.93
Australia and Oceania,Solomon Islands,Baby Food,Offline,H,4/3/14,648800456,5/6/14,3328,255.28,159.42
Europe,Ukraine,Cereal,Offline,L,4/12/17,676067578,5/1/17,2275,205.7,117.11
Middle East and North Africa,Afghanistan,Office Supplies,Offline,C,9/3/16,436984908,9/13/16,2400,651.21,524.96
Middle East and North Africa,Tunisia ,Household,Offline,M,5/19/14,589413774,6/9/14,9489,668.27,502.54
Central America and the Caribbean,Grenada,Household,Offline,L,3/10/17,961528003,3/14/17,6358,668.27,502.54
Sub-Saharan Africa,Nigeria,Clothes,Online,L,3/28/10,101813924,4/26/10,7857,109.28,35.84
Asia,Cambodia,Clothes,Online,C,10/24/13,229070365,12/13/13,5866,109.28,35.84
Asia,Malaysia,Clothes,Offline,M,5/24/11,482408654,6/27/11,4296,109.28,35.84
Europe,Denmark,Vegetables,Offline,C,1/11/14,971252620,2/19/14,4088,154.06,90.93
Asia,Bhutan,Clothes,Online,C,2/16/11,525338590,3/24/11,8218,109.28,35.84
Sub-Saharan Africa,Comoros,Cosmetics,Online,L,1/28/12,744715392,2/28/12,6689,437.2,263.33
Australia and Oceania,Kiribati,Household,Online,C,3/11/12,149744355,4/28/12,1537,668.27,502.54
Central America and the Caribbean,Cuba,Office Supplies,Offline,L,8/23/11,931099307,10/7/11,1831,651.21,524.96
Europe,Macedonia,Cosmetics,Online,C,8/30/11,399766576,10/15/11,8668,437.2,263.33
Central America and the Caribbean,Jamaica,Cereal,Online,C,10/3/10,437044990,10/15/10,179,205.7,117.11
Middle East and North Africa,Tunisia ,Household,Offline,H,1/26/16,744545876,2/13/16,6525,668.27,502.54
Sub-Saharan Africa,The Gambia,Beverages,Online,M,11/21/16,194193065,12/19/16,4898,47.45,31.79
Europe,Slovakia,Vegetables,Offline,M,2/18/11,878222882,3/7/11,4522,154.06,90.93
Middle East and North Africa,Bahrain,Personal Care,Online,H,9/17/16,459184157,9/17/16,1651,81.73,56.67
Europe,Malta,Cereal,Online,H,9/29/14,719938218,10/4/14,4572,205.7,117.11
Europe,Albania,Fruits,Online,L,11/30/13,813658893,1/18/14,8602,9.33,6.92
Central America and the Caribbean,Haiti,Office Supplies,Offline,C,5/27/16,413832509,6/5/16,1091,651.21,524.96
Sub-Saharan Africa,Eritrea,Baby Food,Online,C,2/3/14,164257895,2/7/14,6416,255.28,159.42
Sub-Saharan Africa,Senegal,Beverages,Offline,L,1/28/15,329046380,2/13/15,991,47.45,31.79
Europe,Ukraine,Meat,Offline,C,2/25/17,342621791,3/10/17,8257,421.89,364.69
Middle East and North Africa,Lebanon,Household,Online,M,8/15/11,159720456,9/12/11,3687,668.27,502.54
Sub-Saharan Africa,Ghana,Office Supplies,Online,L,5/1/17,705391204,6/2/17,9787,651.21,524.96
Australia and Oceania,Nauru,Personal Care,Offline,C,5/10/16,724995362,5/18/16,1094,81.73,56.67
Sub-Saharan Africa,Zambia,Baby Food,Offline,C,10/2/10,834206759,11/1/10,9173,255.28,159.42
Sub-Saharan Africa,Angola,Fruits,Online,M,3/20/11,369011723,4/21/11,7624,9.33,6.92
Central America and the Caribbean,Panama,Cosmetics,Offline,M,7/29/10,535709083,9/7/10,7077,437.2,263.33
Asia,Turkmenistan,Cosmetics,Offline,C,4/21/10,360910165,5/30/10,193,437.2,263.33
Sub-Saharan Africa,Senegal,Snacks,Offline,C,9/18/16,741538798,9/24/16,6664,152.58,97.44
Europe,Liechtenstein,Office Supplies,Offline,L,6/24/14,394831311,7/24/14,8214,651.21,524.96
Sub-Saharan Africa,Gabon,Office Supplies,Online,C,10/31/15,808336532,12/7/15,3598,651.21,524.96
Sub-Saharan Africa,Lesotho,Baby Food,Offline,C,5/9/11,389915788,5/26/11,3601,255.28,159.42
Sub-Saharan Africa,The Gambia,Vegetables,Online,L,8/14/11,317742908,8/14/11,6042,154.06,90.93
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,C,2/17/13,490304219,3/17/13,769,651.21,524.96
North America,Greenland,Office Supplies,Online,M,3/29/17,876398551,4/28/17,4662,651.21,524.96
Europe,Czech Republic,Cosmetics,Offline,M,3/21/11,165137231,3/21/11,6631,437.2,263.33
Asia,China,Personal Care,Offline,M,6/20/17,715944087,7/10/17,2620,81.73,56.67
Europe,Estonia,Office Supplies,Online,L,1/13/14,908555448,2/17/14,602,651.21,524.96
Europe,Italy,Office Supplies,Online,L,2/6/14,993020141,3/6/14,5582,651.21,524.96
Middle East and North Africa,Bahrain,Baby Food,Offline,C,10/6/16,839699494,11/21/16,4595,255.28,159.42
Asia,South Korea,Baby Food,Offline,H,11/2/10,389267337,11/25/10,1710,255.28,159.42
Europe,France,Household,Offline,C,6/23/16,102709996,7/1/16,3025,668.27,502.54
Sub-Saharan Africa,Comoros,Meat,Offline,C,4/7/13,511326301,5/15/13,1670,421.89,364.69
Sub-Saharan Africa,Central African Republic,Household,Offline,H,2/20/12,866727578,3/2/12,2806,668.27,502.54
Middle East and North Africa,Yemen,Household,Offline,C,9/24/13,490837657,10/11/13,8625,668.27,502.54
Middle East and North Africa,United Arab Emirates,Vegetables,Offline,M,3/6/12,125892865,3/12/12,3351,154.06,90.93
Sub-Saharan Africa,Zambia,Baby Food,Online,M,1/12/14,584442031,1/30/14,8239,255.28,159.42
Europe,Estonia,Office Supplies,Offline,M,10/10/11,499346482,10/15/11,6576,651.21,524.96
Asia,Kyrgyzstan,Snacks,Offline,L,4/19/10,373780047,4/29/10,8677,152.58,97.44
Europe,San Marino,Clothes,Offline,H,7/28/15,331229054,9/2/15,6893,109.28,35.84
Europe,Latvia,Cereal,Online,C,9/9/15,565492331,10/5/15,602,205.7,117.11
Europe,Slovakia,Meat,Online,M,12/17/14,890681207,1/22/15,1217,421.89,364.69
Sub-Saharan Africa,Nigeria,Household,Offline,L,12/21/14,291219508,12/31/14,7179,668.27,502.54
Europe,Macedonia,Baby Food,Offline,L,10/20/10,971843564,10/25/10,8962,255.28,159.42
Central America and the Caribbean,Costa Rica,Baby Food,Online,M,7/10/17,707602202,7/29/17,4071,255.28,159.42
Central America and the Caribbean,The Bahamas,Cereal,Online,M,6/1/13,493856751,6/10/13,2042,205.7,117.11
Asia,Cambodia,Meat,Offline,M,11/24/11,496281039,12/18/11,9443,421.89,364.69
Europe,Russia,Vegetables,Offline,M,4/21/12,500861394,5/14/12,4872,154.06,90.93
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Offline,C,4/3/11,363896644,4/9/11,3958,255.28,159.42
Australia and Oceania,Nauru,Vegetables,Online,L,1/1/14,461998116,2/6/14,4364,154.06,90.93
Australia and Oceania,Vanuatu,Office Supplies,Offline,M,7/5/15,342089641,7/16/15,781,651.21,524.96
Asia,South Korea,Cereal,Offline,L,10/19/11,971407544,12/5/11,9934,205.7,117.11
Central America and the Caribbean,Nicaragua,Fruits,Online,L,4/27/11,687500655,6/11/11,5577,9.33,6.92
Asia,Mongolia,Meat,Online,L,1/5/16,148230302,1/26/16,3495,421.89,364.69
Middle East and North Africa,Iraq,Clothes,Online,L,7/11/17,981770312,8/8/17,6507,109.28,35.84
Central America and the Caribbean,Costa Rica,Vegetables,Offline,L,2/23/16,836607015,3/28/16,9462,154.06,90.93
Europe,Cyprus,Beverages,Online,M,1/2/17,131539237,2/14/17,4238,47.45,31.79
Europe,Finland,Beverages,Online,C,2/28/11,705678308,3/23/11,4748,47.45,31.79
Australia and Oceania,Samoa ,Household,Offline,H,3/28/17,868448054,4/30/17,1933,668.27,502.54
Europe,Monaco,Vegetables,Online,C,1/23/17,349584805,3/6/17,8767,154.06,90.93
Europe,Czech Republic,Vegetables,Offline,L,6/16/12,749137389,6/22/12,5256,154.06,90.93
Middle East and North Africa,Afghanistan,Household,Online,C,11/18/13,587467133,11/18/13,3434,668.27,502.54
Sub-Saharan Africa,Madagascar,Office Supplies,Online,L,12/7/13,255247867,1/10/14,2371,651.21,524.96
Asia,Japan,Office Supplies,Offline,C,11/3/13,663465917,12/1/13,3163,651.21,524.96
